time,open,high,low,close,volume
2015-10-13,1163.52,1168.6,1151.74,1168.09,97325
2015-10-14,1168.08,1189.7,1163.35,1184.58,103600
2015-10-15,1184.54,1191.44,1174.23,1182.7,97094
2015-10-16,1182.06,1184.34,1174.24,1177.14,93245
2015-10-19,1176.54,1178.13,1167.59,1170.2,81620
2015-10-20,1170.01,1180.67,1167.31,1176.35,83433
2015-10-21,1176.19,1179.13,1163.61,1166.95,93387
2015-10-22,1167.62,1171.72,1162.55,1165.43,102747
2015-10-23,1166.0,1179.29,1158.88,1164.37,112174
2015-10-26,1162.9,1169.59,1162.04,1163.0,82136
2015-10-27,1163.79,1168.63,1160.73,1166.5,81801
2015-10-28,1167.11,1182.86,1152.26,1155.77,112193
2015-10-29,1157.37,1162.59,1144.63,1145.78,118823
2015-10-30,1145.64,1149.97,1139.23,1141.74,113135
2015-11-02,1141.45,1142.94,1131.75,1133.46,92777
2015-11-03,1133.72,1138.25,1114.33,1117.61,101549
2015-11-04,1118.11,1122.76,1106.35,1107.51,110560
2015-11-05,1107.94,1111.45,1102.9,1103.57,93864
2015-11-06,1104.55,1110.38,1085.39,1088.62,88325
2015-11-09,1090.33,1095.59,1088.31,1091.95,90911
2015-11-10,1092.27,1094.79,1085.22,1089.6,78402
2015-11-11,1089.88,1093.58,1083.63,1085.84,81301
2015-11-12,1086.5,1089.52,1074.08,1084.9,100179
2015-11-13,1085.0,1088.54,1079.57,1083.54,112851
2015-11-16,1088.11,1098.01,1081.06,1082.68,110988
2015-11-17,1083.85,1085.01,1065.44,1070.06,107652
2015-11-18,1071.57,1075.39,1064.64,1070.87,113223
2015-11-19,1071.57,1087.38,1069.46,1082.04,113813
2015-11-20,1081.9,1088.01,1075.76,1077.98,109573
2015-11-23,1076.15,1076.65,1066.62,1068.92,112286
2015-11-24,1069.07,1081.01,1068.93,1075.31,104757
2015-11-25,1075.69,1080.74,1067.83,1071.1,83010
2015-11-26,1071.18,1074.8,1069.6,1071.65,49265
2015-11-27,1071.76,1073.73,1052.67,1058.04,75931
2015-11-30,1058.29,1069.68,1053.13,1064.37,87131
2015-12-01,1064.81,1074.58,1063.18,1069.24,88831
2015-12-02,1068.87,1071.36,1050.58,1053.49,96810
2015-12-03,1053.84,1065.39,1046.23,1062.1,134210
2015-12-04,1063.35,1088.78,1058.07,1086.76,144622
